name,adres,website,telefoon,reviews_count,reviews_average,latitude,longitude, search_keyword
Centrum van Alphen,"Pr. Marijkestraat 20, 2404 BC Alphen aan den Rijn",centrumvanalphen.nl,,62,4.5,52.1354785,4.0775078
SugarFactory,"Kristalpromenade 7, 1165 PD Halfweg",sugarfactory.nl,020 369 0113,227,4.5,52.3559863,4.8004203
Dutch Standard Events | Evenementenbureau,"Anthony Fokkerweg 21, 1059 CN Amsterdam",dutchstandardevents.com,020 261 7673,31,5.0,52.3850135,4.6746835
Break Out Events B.V.,"Stadionplein 2, 1076 CM Amsterdam",,020 471 0215,1,5.0,52.3427776,4.770055
Bijzondere Locaties Amsterdam,"Stadionplein 18, 1076 CM Amsterdam",,020 675 2900,1,5.0,52.3427776,4.770055
Wicked Grounds - HQ,"Generaal Vetterstraat 55, 1059 BT Amsterdam",wickedgrounds.nl,020 209 0444,158,4.4,52.3427776,4.770055
Zuidpool,"Europaplein 22, 1078 GZ Amsterdam",zuid-pool.nl,020 616 8660,44,4.5,52.3427776,4.770055
Event Department B.V.,"Anthony Fokkerweg 61, 1059 CP Amsterdam",eventdepartment.nl,020 423 3324,5,4.2,52.3417965,4.8144658
Management Events Netherlands BV,"Weerdestein 206, 1083 GN Amsterdam",managementevents.com,020 504 0930,8,4.8,52.3406416,4.7707269
Management Events Netherlands BV,"Weerdestein 206, 1083 GN Amsterdam",managementevents.com,020 504 0930,8,4.8,52.3301222,4.8161678
SugarFactory,"Kristalpromenade 7, 1165 PD Halfweg",sugarfactory.nl,020 369 0113,227,4.5,52.3850135,4.6746835
Break Out Events B.V.,"Stadionplein 2, 1076 CM Amsterdam",,020 471 0215,1,5.0,52.3427776,4.770055
Break Out Events B.V.,"Stadionplein 18, 1076 CM Amsterdam",,020 675 2900,1,5.0,52.3427776,4.770055
GMNL,"Blaak 333, 3011 GB Rotterdam",gmnl.nl,06 22555546,0,0.0,51.9191931,4.1971415
Wicked Grounds - HQ,"Generaal Vetterstraat 55, 1059 BT Amsterdam",zuid-pool.nl,020 616 8660,44,4.5,52.3427776,4.770055
Zuidpool,"Europaplein 22, 1078 GZ Amsterdam",zuid-pool.nl,020 616 8660,44,4.5,52.3417965,4.8144658
Event Department B.V.,"Anthony Fokkerweg 61, 1059 CP Amsterdam",managementevents.com,020 504 0930,8,4.8,52.3406416,4.7707269
ALDA Amsterdam,"Anthony Fokkerweg 61, 1059 CP Amsterdam",alda.nl,020 758 1060,23,3.7,52.3301222,4.8161678
UP Events,"Tom Schreursweg 8, 1067 MC Amsterdam",upevents.nl,020 463 5850,2687,4.8,52.3406391,4.7703288
Het Concertgebouw,"Concertgebouwplein 10, 1071 LN Amsterdam",concertgebouw.nl,020 671 8345,9156,4.8,52.3818648,4.7136785
E-Commerce in Holland,"Specerijenhof 13, 3063 BX Rotterdam",,06 22555546,0,0.0,52.0930955,4.823658
Topcentrum E-Commerce,"Nervistraat 2, 8013 RS Zwolle",topcentrum.nl,06 27281955,0,0.0,52.0852748,4.3215312
Logistiek en E-commerce 2017,"Godebaldkwartier 54, 3511 DX Utrecht",hoog-catharijne.klepierre.nl,,28452,4.3,52.0852748,4.3215312
Eventl | Platform met unieke private dining en event locaties,"Utrechtsedwarsstraat 30B, 1017 WG Amsterdam",eventl.nl,06 22619169,0,0.0,52.356325,4.8069318
Eventl | Platform met unieke private dining en event locaties,"Utrechtsedwarsstraat 30B, 1017 WG Amsterdam",eventl.nl,06 22619169,166,4.4,52.356325,4.8069318
Loveland Events B.V.,"Helicopterstraat 25, 1059 CE Amsterdam",loveland.nl,,20,3.3,52.356325,4.8069318
Logistiek en E-commerce 2017,"Beneluxlaan 2C, 3446 GR Woerden",logistiekenecommerce.nl,0348 485 082,0,0.0,52.0852748,4.6096302
Logistiek en E-commerce 2017,"Beneluxlaan 2C, 3446 GR Woerden",logistiekenecommerce.nl,0348 485 082,27,4.7,52.0852748,4.6096302
Digital Inside,"Weerdsingel, Westzijde 8, 3513 BA Utrecht",digitalinside.nl,030 227 1828,27,4.7,52.095746,4.8211914
Unmuted,"Molenpad 6, 1016 GM Amsterdam",unmuted.com,,8,5.0,52.3669928,4.5949817
Online Commerce Group B.V.,"Plettenburg-Zuid, Veluwehaven 1, 3433 PW Nieuwegein",,030 737 0008,0,0.0,52.0852748,4.3215312
DGTLbase - Online marketing agency,"Asterweg 20K2, 1031 HN Amsterdam",dgtlbase.com,,23,5.0,52.3669928,4.5949817
BLURR MARKETING,"Ticheloven 11, 3602 XH Maarssen",marketingdj.nl,06 39040447,1,5.0,52.1360351,4.7627358
GameEvents,"Stadionplein 2, 1076 CM Amsterdam",gameevents.nl,020 799 4877,0,0.0,52.3403623,4.772828
"MarketingDJ - Marketing strategie, management & E-commerce","Ticheloven 11, 3602 XH Maarssen",stuurlui.nl,030 227 4000,126,4.8,52.1360351,4.7627358
Xcite Events,"George Gershwinlaan 401, 1082 MT Amsterdam",xciteevents.nl,020 337 3050,1,4.0,52.3403623,4.772828
Stuurlui,"Nijverheidsweg 16 G, 3534 AM Utrecht",stuurlui.nl,030 700 9714,6,5.0,52.0090808,4.0699127
Dutch Standard Events | Evenementenbureau,"Anthony Fokkerweg 21, 1059 CN Amsterdam",dutchstandardevents.com,020 261 7673,31,5.0,52.3638643,4.7211824
Dutch Standard Events | Evenementenbureau,"Anthony Fokkerweg 21, 1059 CN Amsterdam",,020 675 2900,1,5.0,52.3427776,4.770055
Wicked Grounds - HQ,"Anthony Fokkerweg 61, 1059 CP Amsterdam",eventdepartment.nl,020 423 3324,5,4.2,52.3427776,4.770055
Event Department B.V.,"Anthony Fokkerweg 61, 1059 CP Amsterdam",eventdepartment.nl,020 423 3324,5,4.2,52.3427776,4.770055
Management Events Netherlands BV,"Weerdestein 206, 1083 GN Amsterdam",managementevents.com,020 504 0930,8,4.8,52.3342871,4.7980159
UP Events,"Tom Schreursweg 8, 1067 MC Amsterdam",upevents.nl,020 463 5850,2687,4.8,52.3818648,4.7136785
Eventl | Platform met unieke private dining en event locaties,"Utrechtsedwarsstraat 30B, 1017 WG Amsterdam",eventl.nl,06 22619169,166,4.4,52.3611269,4.8253655
Move Amsterdam,"Stadionplein 28, 1076 CM Amsterdam",move.amsterdam,,166,4.4,52.3433068,4.7846294
Online Commerce Group B.V.,"Plettenburg-Zuid, Veluwehaven 1, 3433 PW Nieuwegein",,030 737 0008,0,0.0,52.253993,4.6857112
Like Honey | Growth & AI Marketing,"Schaverijstraat 11, 3534 AS Utrecht",yep.marketing,030 227 0393,0,0.0,52.1061034,4.792486
Yep. E-commerce Marketing,"Lange Nieuwstraat 66, 3512 PL Utrecht",yep.marketing,030 227 0393,44,4.8,52.1061034,4.792486
"MondoMarketing Online Marketing bureau Utrecht o.a. SEA, SEO","Europalaan 2B - G1.14, 3526 KS Utrecht",mondomarketing.nl,085 060 1066,35,4.8,52.1061034,4.792486
TIC Online Marketing,"Europalaan 2, 3526 KS Utrecht",ticonlinemarketing.nl,030 207 2770,35,4.8,52.1061034,4.792486
Loveland Events B.V.,"Helicopterstraat 25, 1059 CE Amsterdam",loveland.nl,,0,0.0,52.3433068,4.7846294
GameEvents,"Stadionplein 2, 1076 CM Amsterdam",gameevents.nl,020 337 3050,1,4.0,52.3433068,4.7846294
Vondelpark Openluchttheater,"Vondelpark 5a, 1071 AA Amsterdam",openluchttheater.nl,020 428 3360,1661,4.6,52.3433068,4.7846294
Delta Events,"Anthony Fokkerweg 61, 1054 CP Amsterdam",,,6,2.8,52.3433068,4.7846294
Puur Events Bedrijfsevenementen,"Nieuwezijds Voorburgwal 328K, 1012 RW Amsterdam",puurevents.nl,088 788 7020,36,4.9,52.3433068,4.7846294
La Soirée Amsterdam,"Eerste Weteringdwarsstraat 22, 1017 TN Amsterdam",,,6,5.0,52.3433068,4.7846294
Puur Amsterdam,"Nieuwezijds Voorburgwal 328K, 1012 RW Amsterdam",puuramsterdam.nl,020 626 0016,121,4.9,52.3433068,4.7846294
Dutch Standard Events | Evenementenbureau,"Anthony Fokkerweg 21, 1059 CN Amsterdam",dutchstandardevents.com,020 261 7673,31,5.0,52.3433068,4.7846294
Break Out Events B.V.,"Stadionplein 18, 1076 CM Amsterdam",,020 675 2900,1,5.0,52.3448767,4.7840785
Bijzondere Locaties Amsterdam,"Stadionplein 18, 1076 CM Amsterdam",,020 675 2900,1,5.0,52.3448767,4.7840785
Wicked Grounds - HQ,"Generaal Vetterstraat 55, 1059 BT Amsterdam",wickedgrounds.nl,020 616 8660,44,4.5,52.3448767,4.7840785
Event Department B.V.,"Anthony Fokkerweg 61, 1059 CP Amsterdam",eventdepartment.nl,020 423 3324,5,4.2,52.3448767,4.7840785
Management Events Netherlands BV,"Weerdestein 206, 1083 GN Amsterdam",managementevents.com,020 504 0930,8,4.8,52.3448767,4.7840785
ALDA Amsterdam,"Anthony Fokkerweg 61, 1059 CP Amsterdam",alda.nl,020 758 1060,23,3.7,52.3448767,4.7840785
ALDA Amsterdam,"Anthony Fokkerweg 61, 1059 CP Amsterdam",alda.nl,020 758 1060,23,3.7,52.3726224,4.7312753
Het Concertgebouw,"Stadionplein 28, 1076 CM Amsterdam",move.amsterdam,,166,4.4,52.356325,4.8069318
Move Amsterdam,"Stadionplein 28, 1076 CM Amsterdam",move.amsterdam,,166,4.4,52.356325,4.8069318
Dutch Global Trading Company B.v.,"Kosmonaut 11, 3824 MK Amersfoort",,,1,5.0,52.253993,4.6857112
Dutch Global Trading Company B.v.,"Kosmonaut 11, 3824 MK Amersfoort",,,1,5.0,52.253993,4.6857112
E-Commerce in Holland,"Specerijenhof 13, 3063 BX Rotterdam",,06 22555546,0,0.0,51.9187102,4.1945314
Loveland Events B.V.,"Stadionplein 2, 1076 CM Amsterdam",gameevents.nl,020 799 4877,0,0.0,52.3403623,4.772828
GameEvents,"Stadionplein 2, 1076 CM Amsterdam",gameevents.nl,020 799 4877,1,4.0,52.3403623,4.772828
Xcite Events,"George Gershwinlaan 401, 1082 MT Amsterdam",openluchttheater.nl,020 428 3360,1661,4.6,52.3403623,4.772828
Vondelpark Openluchttheater,"Vondelpark 5a, 1071 AA Amsterdam",,,6,2.8,52.3403623,4.772828
Delta Events,"Anthony Fokkerweg 61, 1054 CP Amsterdam",,,36,2.8,52.3403623,4.772828
E-commerce findings,"Oranjerivierdreef 14B, 3564 BE Utrecht",,06 21169985,0,0.0,52.1209421,4.5323082
La Soirée Amsterdam,"Eerste Weteringdwarsstraat 22, 1017 TN Amsterdam",,,6,5.0,52.3695798,4.8171385
La Soirée Amsterdam,"Eerste Weteringdwarsstraat 22, 1017 TN Amsterdam",,,6,5.0,52.3695798,4.8171385
Puur Amsterdam,"Nieuwezijds Voorburgwal 328K, 1012 RW Amsterdam",puuramsterdam.nl,020 626 0016,121,4.9,52.3695798,4.8171385
SugarFactory,"Kristalpromenade 7, 1165 PD Halfweg",sugarfactory.nl,020 261 7673,31,5.0,52.3850135,4.6746835
Break Out Events B.V.,"Stadionplein 2, 1076 CM Amsterdam",,020 471 0215,1,5.0,52.3427776,4.770055
Bijzondere Locaties Amsterdam,"Stadionplein 18, 1076 CM Amsterdam",,020 675 2900,1,5.0,52.3427776,4.770055
E-Commerce in Holland,"Specerijenhof 13, 3063 BX Rotterdam",,085 888 4750,0,0.0,52.0930955,4.5352669
ALDA Amsterdam,"Anthony Fokkerweg 61, 1059 CP Amsterdam",alda.nl,020 758 1060,23,3.7,52.3427776,4.770055
Reason Online Marketing,"Koninginnegracht 14 D, 2514 AA Den Haag",reason.nl,070 820 0348,27,5.0,52.0930955,4.5352669
ALDA Amsterdam,"Anthony Fokkerweg 61, 1059 CP Amsterdam",alda.nl,020 758 1060,23,3.7,52.358266,4.7477217
Ecomwise B.V. - Jouw B2B e-commerce specialist.,"Reykjavikstraat 1, 3543 KB Utrecht",ecomwise.com,030 227 0465,2,5.0,52.0870814,3.7370164
GetForward,"Kaap Hoorndreef 66, 3563 AW Utrecht",getforward.nl,030 207 3300,60,4.9,52.1008789,4.4873749
E commerce,"Heemskerckstraat, 2518 EK Den Haag",,06 25242633,0,0.0,52.0821895,3.7202246
E commerce,"Heemskerckstraat, 2518 EK Den Haag",,06 25242633,1,5.0,52.0821895,3.7202246
International eCommerce specialists,"Kerkenbos 1075 - V 6546 BB Nijmegen, Kerkenbos 1075, 6546 BB Nijmegen",,024 301 0006,1,5.0,51.8252091,5.2018214
Global E-Commerce Experts (Europe) b.v,"Rijnlanderweg 766, Unit H, 2132 NM Hoofddorp",globale-commerceexperts.com,+44 20 3915 1930,2,3.1,52.2951112,4.1436837
Utrecht,"Arthur van Schendelstraat 650, 3511 MJ Utrecht",,030 307 2240,2,4.5,52.08217,4.5411417
Het Concertgebouw,"Concertgebouwplein 10, 1071 LN Amsterdam",concertgebouw.nl,06 22619169,0,0.0,52.356325,4.8069318
Logistiek en E-commerce 2017,"Beneluxlaan 2C, 3446 GR Woerden",logistiekenecommerce.nl,0348 485 082,0,0.0,52.1008789,4.4873749
Move Amsterdam,"Stadionplein 28, 1076 CM Amsterdam",move.amsterdam,,166,4.4,52.356325,4.8069318
Digital Inside,"Weerdsingel, Westzijde 8, 3513 BA Utrecht",digitalinside.nl,030 227 1828,27,4.7,52.1008789,4.4873749
Unmuted,"Molenpad 6, 1016 GM Amsterdam",unmuted.com,,8,5.0,52.1008789,4.4873749
DGTLbase - Online marketing agency,"Asterweg 20K2, 1031 HN Amsterdam",dgtlbase.com,,23,5.0,52.3669928,4.3065906
BLURR MARKETING,"Zoetelaarpassage 19-H, 1315 AV Almere",blurrmarketing.nl,036 760 1908,34,5.0,52.3669928,4.3065906
Duxly e-com partners,"Nieuwezijds Voorburgwal 21, 1012 RC Amsterdam",duxly.nl,020 244 1514,17,5.0,52.3695143,4.639143
Online ID,"Bogert 28, 5612 LZ Eindhoven",online-id.nl,040 833 0001,21,5.0,52.3769436,4.3184567
"MarketingDJ - Marketing strategie, management & E-commerce","Ticheloven 11, 3602 XH Maarssen",marketingdj.nl,06 39040447,1,5.0,51.4440807,4.896032
Economy,"Oude Delft 38, 2611 CD Delft",economy.nl,015 750 3656,26,4.5,52.1360351,4.4743447
Stuurlui,"Nijverheidsweg 16 G, 3534 AM Utrecht",stuurlui.nl,030 227 4000,126,4.8,52.0090808,3.7815216
Like Honey | Growth & AI Marketing,"Schaverijstraat 11, 3534 AS Utrecht",likehoney.nl,030 700 9714,6,5.0,52.103175,4.5018761
Topticketshop,,topticketshop.nl,085 744 1447,2748,3.7,52.0665106,4.5058194
Your Ticket Provider B.V.,"Vliegend Hertlaan 39, 3526 KT Utrecht",yourticketprovider.nl,030 204 0258,27,2.9,52.0665106,4.5058194
Ticketshop,"Innovatie 14, 6921 RN Duiven",ticketshop.nl,085 064 5268,135,4.7,52.0657446,3.955029
Ticketkantoor,"Het Rietveld 55A, 7321 CT Apeldoorn",ticketkantoor.nl,,14,4.6,51.9642638,4.8674692
TicketSwap,"Rokin 75, 1012 KL Amsterdam",ticketswap.com,,19,1.4,51.9642638,4.8674692
Muziekfeest van het Jaar,,muziekfeestvanhetjaar.nl,,4,5.0,52.370524,3.7396552
"KKEC kunst, kaarten en cadeaus","Beurstraverse 186, 3012 AT Rotterdam",kkec.nl,010 213 1792,268,4.5,52.370524,3.7396552
eDifference Magento ecommerce | Dé Magento specialist van Midden-Nederland,"Achterveldseweg 22a, 3772 NB Barneveld",edifference.nl,0342 405 630,0,0.0,51.9187102,3.9381544
Ticketveiling,"Zijldijk 24B, 2352 AB Leiderdorp",ticketveiling.nl,085 401 0617,510,4.1,52.370524,3.7396552
E-Commerce in Holland,"Specerijenhof 13, 3063 BX Rotterdam",,06 22555546,1,1.0,51.9187102,3.9381544
Topticketshop,,topticketshop.nl,085 744 1447,2748,3.7,52.370524,3.7396552
WeightWorld Nederland,"Keizersgracht 482, 1017 EG Amsterdam",weightworld.nl,,1,1.0,52.3662616,4.3083807
Topticketshop,"Vliegend Hertlaan 39, 3526 KT Utrecht",yourticketprovider.nl,030 204 0258,27,2.9,52.370524,3.7396552
Your Ticket Provider B.V.,"Vliegend Hertlaan 39, 3526 KT Utrecht",yourticketprovider.nl,030 204 0258,27,2.9,52.370524,3.7396552
Move Amsterdam,"Stadionplein 2, 1076 CM Amsterdam",gameevents.nl,020 799 4877,0,0.0,52.356325,4.8069318
Ticketkantoor,"Het Rietveld 55A, 7321 CT Apeldoorn",ticketkantoor.nl,,14,4.6,51.9642638,4.8674692
Ticketkantoor,"Het Rietveld 55A, 7321 CT Apeldoorn",ticketkantoor.nl,,14,4.6,51.9642638,4.8674692
GameEvents,"Stadionplein 2, 1076 CM Amsterdam",gameevents.nl,020 337 3050,1,4.0,52.356325,4.8069318
Muziekfeest van het Jaar,,muziekfeestvanhetjaar.nl,,4,5.0,52.370524,3.7396552
Vondelpark Openluchttheater,"Vondelpark 5a, 1071 AA Amsterdam",openluchttheater.nl,020 428 3360,1661,4.6,52.356325,4.8069318
GO-tickets,"Koopmanslaan 6, 7005 BK Doetinchem",go-tickets.nl,026 311 9029,30,4.8,52.370524,3.7396552
Vondelpark Openluchttheater,"Vondelpark 5a, 1071 AA Amsterdam",openluchttheater.nl,020 428 3360,6,5.0,52.356325,4.8069318
Kinepolis Jaarbeurs Utrecht,"Jaarbeursboulevard 300, 3521 BC Utrecht",kinepolis.nl,030 200 3000,7254,4.3,51.9520979,5.1507523
La Soirée Amsterdam,"Eerste Weteringdwarsstraat 22, 1017 TN Amsterdam",,020 626 0016,121,4.9,52.3406416,4.7707269
Online Tickets Verkopen,"Houkeslootstraat 67, 8605 BP Sneek",onlineticketsverkopen.nl,085 130 8595,3,2.7,52.0862184,3.9509569
Puur Amsterdam,"Nieuwezijds Voorburgwal 328K, 1012 RW Amsterdam",puuramsterdam.nl,020 626 0016,121,4.9,52.36958,4.8171382
SugarFactory,"Kristalpromenade 7, 1165 PD Halfweg",sugarfactory.nl,020 369 0113,227,4.5,52.36958,4.8171382
Break Out Events B.V.,"Stadionplein 2, 1076 CM Amsterdam",,020 471 0215,1,5.0,52.3427776,4.770055
Yep. E-commerce Marketing,"Lange Nieuwstraat 66, 3512 PL Utrecht",yep.marketing,030 227 0393,0,0.0,52.103175,4.5018761
Break Out Events B.V.,"Stadionplein 2, 1076 CM Amsterdam",,020 471 0215,1,5.0,52.3427776,4.770055
"MondoMarketing Online Marketing bureau Utrecht o.a. SEA, SEO","Europalaan 2B - G1.14, 3526 KS Utrecht",mondomarketing.nl,085 060 1066,44,4.8,52.103175,4.5018761
TIC Online Marketing,"Europalaan 2, 3526 KS Utrecht",ticonlinemarketing.nl,030 207 2770,35,4.8,52.103175,4.5018761
Event Department B.V.,"Anthony Fokkerweg 61, 1059 CP Amsterdam",eventdepartment.nl,020 423 3324,23,4.2,52.3427776,4.770055
eDifference Magento ecommerce | Dé Magento specialist van Midden-Nederland,"Achterveldseweg 22a, 3772 NB Barneveld",edifference.nl,0342 405 630,4,4.5,52.103175,4.5018761
ALDA Amsterdam,"Anthony Fokkerweg 61, 1059 CP Amsterdam",alda.nl,020 758 1060,23,3.7,52.3613006,4.743345
Chase Marketing | Online Marketing Bureau Amsterdam,"Weesperstraat 394, 1018 DN Amsterdam",chasemarketing.nl,020 244 2580,52,4.5,52.1345199,4.9704042
Het Concertgebouw,"Concertgebouwplein 10, 1071 LN Amsterdam",concertgebouw.nl,020 671 8345,166,4.4,52.356325,4.8069318
Chase Marketing | Online Marketing Bureau Amsterdam,"Weesperstraat 394, 1018 DN Amsterdam",gmnl.nl,085 303 0252,120,4.9,52.3637183,4.3294649
Move Amsterdam,"Stadionplein 28, 1076 CM Amsterdam",move.amsterdam,,166,4.4,52.356325,4.8069318
Logistiek en E-commerce 2017,"Beneluxlaan 2C, 3446 GR Woerden",logistiekenecommerce.nl,0348 485 082,28452,4.3,52.0852748,4.3215312
digitalekaartverkoop.nl,,digitalekaartverkoop.nl,06 23740264,0,0.0,51.5642759,3.7222405
Delta Events,"Anthony Fokkerweg 61, 1054 CP Amsterdam",,,6,2.8,52.3403623,4.772828
Delta Events,"Anthony Fokkerweg 61, 1054 CP Amsterdam",,,6,2.8,52.3403623,4.772828
La Soirée Amsterdam,"Eerste Weteringdwarsstraat 22, 1017 TN Amsterdam",,,6,5.0,52.3695798,4.8171385
La Soirée Amsterdam,"Nieuwezijds Voorburgwal 328K, 1012 RW Amsterdam",puuramsterdam.nl,020 626 0016,121,4.9,52.3695798,4.8171385
Dutch Standard Events | Evenementenbureau,"Anthony Fokkerweg 21, 1059 CN Amsterdam",dutchstandardevents.com,020 261 7673,31,5.0,52.3695798,4.8171385
Dutch Standard Events | Evenementenbureau,"Anthony Fokkerweg 21, 1059 CN Amsterdam",dutchstandardevents.com,020 675 2900,1,5.0,52.3850135,4.6746835
Wicked Grounds - HQ,"Generaal Vetterstraat 55, 1059 BT Amsterdam",wickedgrounds.nl,020 209 0444,158,4.4,52.344188,4.783724
Wicked Grounds - HQ,"Europaplein 22, 1078 GZ Amsterdam",zuid-pool.nl,020 616 8660,44,4.5,52.344188,4.783724
Event Department B.V.,"Anthony Fokkerweg 61, 1059 CP Amsterdam",eventdepartment.nl,020 423 3324,5,4.2,52.344188,4.783724
Management Events Netherlands BV,"Weerdestein 206, 1083 GN Amsterdam",managementevents.com,020 504 0930,8,4.8,52.344188,4.783724
Management Events Netherlands BV,"Anthony Fokkerweg 61, 1059 CP Amsterdam",alda.nl,020 758 1060,23,3.7,52.344188,4.783724
ALDA Amsterdam,"Anthony Fokkerweg 61, 1059 CP Amsterdam",alda.nl,020 758 1060,23,3.7,52.344188,4.783724
E-Commerce in Holland,"Specerijenhof 13, 3063 BX Rotterdam",,06 22555546,0,0.0,52.0930955,4.5352669
Ecommerce Result,"Vredenburg 40, 3511 BD Utrecht",ecommerceresult.com,085 888 4750,27,5.0,52.0930955,4.5352669
Reason Online Marketing,"Koninginnegracht 14 D, 2514 AA Den Haag",reason.nl,070 820 0348,27,5.0,52.0870814,3.7370164
Ecomwise B.V. - Jouw B2B e-commerce specialist.,"Reykjavikstraat 1, 3543 KB Utrecht",ecomwise.com,030 227 0465,60,4.9,52.1008789,4.4873749
TicketTeKoop,"Werktuigenweg 13, 8304 AZ Emmeloord",tickettekoop.nl,0527 522 166,0,0.0,52.69733,4.6037095
Topticketshop,,topticketshop.nl,085 744 1447,2748,3.7,52.69733,4.6037095
Topticketshop,,topticketshop.nl,085 744 1447,2748,3.7,52.69733,4.6037095
Your Ticket Provider B.V.,"Vliegend Hertlaan 39, 3526 KT Utrecht",ticketshop.nl,085 064 5268,135,4.7,52.0657446,3.955029
Ticketkantoor,"Het Rietveld 55A, 7321 CT Apeldoorn",ticketkantoor.nl,,14,4.6,51.9642638,4.8674692
Ticketkantoor,"Het Rietveld 55A, 7321 CT Apeldoorn",ticketkantoor.nl,,19,4.6,51.9642638,4.8674692
Muziekfeest van het Jaar,,muziekfeestvanhetjaar.nl,,4,5.0,52.370524,3.7396552
Online Tickets Verkopen,"Houkeslootstraat 67, 8605 BP Sneek",onlineticketsverkopen.nl,085 130 8595,3,2.7,52.370524,3.7396552
Online Commerce Group B.V.,"Plettenburg-Zuid, Veluwehaven 1, 3433 PW Nieuwegein",,030 737 0008,0,0.0,52.253993,4.6857112
UP Events,"Tom Schreursweg 8, 1067 MC Amsterdam",upevents.nl,020 463 5850,0,0.0,52.3611269,4.8253655
Eventl | Platform met unieke private dining en event locaties,"Utrechtsedwarsstraat 30B, 1017 WG Amsterdam",eventl.nl,06 22619169,20,3.3,52.3611269,4.8253655
Logistiek en E-commerce 2017,"Weerdsingel, Westzijde 8, 3513 BA Utrecht",digitalinside.nl,030 227 1828,27,4.7,52.1008789,4.4873749
Unmuted,"Molenpad 6, 1016 GM Amsterdam",unmuted.com,,23,5.0,52.1008789,4.4873749
DGTLbase - Online marketing agency,"Asterweg 20K2, 1031 HN Amsterdam",dgtlbase.com,,23,5.0,52.3669928,4.3065906
Duxly e-com partners,"Ticheloven 11, 3602 XH Maarssen",marketingdj.nl,06 39040447,1,5.0,52.3695143,4.639143
"MarketingDJ - Marketing strategie, management & E-commerce","Ticheloven 11, 3602 XH Maarssen",marketingdj.nl,06 39040447,1,5.0,52.3769436,4.3184567
Economy,"Oude Delft 38, 2611 CD Delft",economy.nl,015 750 3656,126,4.5,52.0090808,3.7815216
Stuurlui,"Schaverijstraat 11, 3534 AS Utrecht",likehoney.nl,030 700 9714,6,5.0,52.103175,4.5018761
digitalekaartverkoop.nl,,digitalekaartverkoop.nl,06 23740264,0,0.0,51.5642759,3.7222405
Dutch Global Trading Company B.v.,"Kosmonaut 11, 3824 MK Amersfoort",,,1,5.0,52.253993,4.6857112
Dutch Global Trading Company B.v.,"Kosmonaut 11, 3824 MK Amersfoort",,,1,5.0,52.253993,4.6857112
Loveland Events B.V.,"Helicopterstraat 25, 1059 CE Amsterdam",loveland.nl,020 799 4877,0,0.0,52.3403623,4.772828
Delta Events,"Anthony Fokkerweg 61, 1054 CP Amsterdam",,,6,2.8,52.3403623,4.772828
Delta Events,"Anthony Fokkerweg 61, 1054 CP Amsterdam",,,6,2.8,52.3403623,4.772828
La Soirée Amsterdam,"Eerste Weteringdwarsstraat 22, 1017 TN Amsterdam",,,6,5.0,52.3695798,4.8171385
SugarFactory,"Kristalpromenade 7, 1165 PD Halfweg",sugarfactory.nl,020 369 0113,227,4.5,52.3695798,4.8171385
Break Out Events B.V.,"Stadionplein 2, 1076 CM Amsterdam",,020 471 0215,1,5.0,52.3850135,4.6746835
Bijzondere Locaties Amsterdam,"Stadionplein 18, 1076 CM Amsterdam",,020 675 2900,1,5.0,52.3448767,4.7840785
Bijzondere Locaties Amsterdam,"Generaal Vetterstraat 55, 1059 BT Amsterdam",wickedgrounds.nl,020 209 0444,158,4.4,52.3448767,4.7840785
Zuidpool,"Europaplein 22, 1078 GZ Amsterdam",zuid-pool.nl,020 616 8660,44,4.5,52.3448767,4.7840785
Zuidpool,"Europaplein 22, 1078 GZ Amsterdam",eventdepartment.nl,020 423 3324,5,4.2,52.3448767,4.7840785
Event Department B.V.,"Anthony Fokkerweg 61, 1059 CP Amsterdam",eventdepartment.nl,020 504 0930,8,4.8,52.3448767,4.7840785
Yep. E-commerce Marketing,"Lange Nieuwstraat 66, 3512 PL Utrecht",yep.marketing,030 227 0393,44,4.8,52.103175,4.5018761
ALDA Amsterdam,"Anthony Fokkerweg 61, 1059 CP Amsterdam",concertgebouw.nl,020 671 8345,9156,4.8,52.3448767,4.7840785
"MondoMarketing Online Marketing bureau Utrecht o.a. SEA, SEO","Europalaan 2B - G1.14, 3526 KS Utrecht",mondomarketing.nl,085 060 1066,35,4.8,52.103175,4.5018761
Het Concertgebouw,"Concertgebouwplein 10, 1071 LN Amsterdam",concertgebouw.nl,020 671 8345,9156,4.8,52.3448767,4.7840785
eDifference Magento ecommerce | Dé Magento specialist van Midden-Nederland,"Achterveldseweg 22a, 3772 NB Barneveld",edifference.nl,0342 405 630,4,4.5,52.1310273,4.918182
Move Amsterdam,"Stadionplein 28, 1076 CM Amsterdam",move.amsterdam,,166,4.4,52.3611269,4.8253655
digitalekaartverkoop.nl,,digitalekaartverkoop.nl,06 23740264,0,0.0,52.69733,4.6037095
Topticketshop,,topticketshop.nl,085 744 1447,2748,3.7,52.69733,4.6037095
E-commerce findings,"Oranjerivierdreef 14B, 3564 BE Utrecht",,06 21169985,0,0.0,52.1209421,4.5323082
Topticketshop,,topticketshop.nl,085 744 1447,2748,3.7,52.69733,4.6037095
E-commerce findings,"Nieuwezijds Voorburgwal 21, 1012 RC Amsterdam",duxly.nl,020 244 1514,17,5.0,52.1209421,4.5323082
TicketSwap,"Rokin 75, 1012 KL Amsterdam",ticketswap.com,,19,1.4,51.9773167,4.7502228
